pid,category,kld
1811.12174,DC,5.755725055660984
1704.01815,LG,3.8574251746949497
1712.01448,CR,4.774315137587957
cs0412041,PL,6.941647078634125
1708.01759,CL,6.166025453340273
1901.00518,NE,5.53925147793854
1904.05902,LG,5.391412308173009
1904.03028,IT,6.866761733322975
1810.11719,SI,5.8774874016780885
1211.4047,SC,5.619336047007674
1710.04726,MA,6.067659682507602
1903.04483,IT,7.316738788227611
1805.11235,IT,5.346345268166506
1311.4859,CG,6.872264826498214
1708.08514,IT,5.2011674943603845
1309.6347,CL,5.128538263400062
1309.5546,NI,6.41059130870012
1904.02480,RO,5.755819571817948
1408.2430,IR,5.372600122166014
1601.06683,SI,3.8940805584445775
cs0610011,IR,4.919521328877665
1507.07789,DS,5.635387602528448
1608.08614,AI,6.130263146956232
1208.1592,IT,5.44329112605814
1812.07103,CV,5.674032109238393
1710.04728,IT,3.73275370637223
1610.04770,SD,4.716962513057069
0912.3627,CC,5.084402223300529
1901.10820,LO,4.036381414647953
1304.1888,GT,7.077973368843058
1612.06961,IT,5.298161759180099
1808.07380,LG,5.193386414860043
1311.2137,LG,4.152614618917626
0912.4184,LO,6.204423934597232
1708.00279,SE,5.746716846821648
1608.02732,LG,4.041490187462274
1102.1231,IT,5.712782431019984
1807.00196,AI,4.680772597871802
1906.09433,CV,4.754631272075615
cs0702115,CR,6.842894991507484
1109.5423,DS,5.4844598107539815
cs0702076,DC,3.9356887242613934
1601.05904,DC,6.716372394489596
1011.0468,SI,5.2940587835418835
1502.07966,IT,5.776874154419076
1407.1873,PL,3.8151411578762846
1906.05590,LO,2.2396339314802427
1410.0996,LG,7.6716009525521045
1705.10118,CV,3.051055758929424
0902.2152,FL,5.908649174251843
1608.06724,CC,7.534768618551495
1406.0919,CC,4.244689766060196
1403.6331,DS,7.7010190188763215
0804.0066,AI,5.947654018524152
0806.1577,IT,7.802624067565367
1505.07184,CL,6.258739771870568
1708.01590,DM,5.927962769886549
1901.01504,CG,4.420871659459122
1508.03087,DC,7.066221097338031
1309.0422,DM,7.051939624602288
1610.08927,SD,6.102594160053617
1709.05733,IT,5.962848300284521
1611.06284,CV,3.2281383303213946
1609.04789,LG,5.403468862764818
1412.2333,DC,7.632006508665073
1405.3282,SI,3.178602235428384
0811.4089,DM,7.282500571008745
1406.1949,CG,5.16569198769894
1406.0132,CV,5.2139718475414005
1308.0120,IT,6.774041439358767
1804.01822,CR,6.943769345285915
cs0605105,IT,6.757012098582016
1901.11311,LG,2.9371727829941174
1709.04482,NE,5.739462248613926
0712.1345,AI,4.359025036506203
1903.07054,LG,3.5856142342415427
1807.04239,LG,4.218592803290683
1903.02174,SI,4.585460199218502
1709.06080,LG,5.90907775576473
1802.04664,LG,4.349638585255328
1806.09183,CV,4.933033551622876
1706.03504,IT,5.880302551599478
1504.04184,IT,6.408511734449595
cs0506043,IT,5.837444945415555
1005.1365,IT,6.277617521204485
1801.00776,DS,4.283426232116779
1811.08668,CV,7.030393276866747
1302.5056,CV,4.8243122511648675
1112.0643,LO,7.161243601221502
1903.04473,CV,5.953203905913311
1705.02802,IT,4.230868750139504
1501.05808,SI,5.016777809653591
1706.02202,DS,6.035051957740041
1703.02283,NA,5.498907130856118
1704.07636,CE,4.472197456512606
1706.04118,NI,7.617053862280613
1105.0650,AI,7.669683643754491
1709.01367,DM,5.397526060578822
1301.4010,DS,5.230961354254077
cs0508032,MA,4.834030516636667
1506.04422,LG,4.356879236258084
1601.03805,LG,3.2563119076511393
1701.08981,SY,3.655033026549469
1603.08885,NI,7.0731126392412245
1508.03395,IT,5.191700515957977
1711.11231,AI,5.484354961964319
1609.08810,CL,5.560013529833006
1904.01631,LG,4.954651901425796
1601.03679,CV,6.590713698176674
1511.01960,AI,5.61826609722689
1101.3267,DM,4.583459668218526
1605.06421,LG,6.528704269982611
1504.01287,CR,4.977207228911392
1301.2638,NE,4.336456302921163
1205.0273,CG,6.297449635578003
1110.6864,IT,5.660722730831684
1404.3933,CV,4.943832256364276
1607.02061,CL,5.494699813669691
1811.08425,LG,5.206733521655955
1312.6229,CV,4.366187929034155
0905.0283,DS,5.242740595653853
1303.0798,CC,5.953073130377483
1809.01452,CL,4.722244435394654
physics0004057,LG,3.7218731336072537
1505.03406,IT,6.539616943590911
1510.01553,CV,3.7323495571882757
1404.0977,DS,5.610355951135764
1704.06807,CC,5.992779757580084
1502.05751,MM,4.092912348966339
1506.07773,DS,7.544418483013598
1103.2027,SE,5.13943059089174
1212.3900,LG,5.584931146689687
1702.03814,CL,8.702748931851325
1502.04665,AI,6.155716783115449
1401.5583,CG,7.549201629643009
1006.3385,IT,5.986106731144614
1411.0183,IT,6.926076321433404
1210.0075,AI,7.278730609984355
1611.05780,LG,4.110252643707183
1903.02408,IT,5.41224320164994
1810.11189,CV,4.247311400556768
1802.08788,NE,5.602521660795485
1404.2964,GT,6.267361002588154
cmp-lg9806003,CL,4.359034277183237
1509.02207,DL,5.044002054717175
cs0702067,IR,4.1892826722835235
1309.6722,CL,6.907189505466402
1809.02728,LG,6.26800032921725
1709.03541,IT,6.259041349503887
1703.05174,NI,5.277465855842861
1803.09641,CL,6.138886228357794
1801.05541,NI,7.103396258727032
1903.06798,DC,4.106020680594769
1607.08338,DS,6.687343932759012
1703.03400,NE,5.930378371096202
1602.07944,IT,5.627573615210274
1907.07367,CC,6.325854175392777
1409.7166,OH,5.737226945280191
1605.05875,IT,7.707197229940698
1807.01659,LG,5.182099788645914
1902.04812,LG,4.7116642392368515
1505.06646,DL,3.4671463053106932
0910.5040,DM,4.481440712002645
1203.1895,GT,5.777175747523512
1808.08279,CV,4.160926641204515
1308.5506,CC,5.76410633514529
1305.7146,SI,5.315897119596331
1411.2404,DS,4.933026761707141
quant-ph0602063,GR,5.019431157304511
1211.4641,DM,5.356103753501537
1709.05746,RO,4.956189779783479
1811.07536,SI,3.144741847970917
1810.10108,LG,5.626688561209369
0901.1144,NE,4.124104107559533
1501.04557,DC,5.598906742654744
1007.3961,PL,6.145978404980379
1902.07792,CR,6.066697239919695
0801.4851,DS,6.516541742946639
1809.08437,DS,6.439218590107065
1001.3251,CC,6.611761213628382
1210.4290,IT,7.492880366729497
1710.03631,IT,4.444833305638069
1212.2573,DS,4.43954886748925
1401.6097,IT,5.921667737268766
1309.1747,SI,3.2387150938704687
1610.09437,IT,7.09926149509586
1705.10851,RO,2.8786937230303775
1008.5022,CR,4.4954576941835045
1101.2288,IT,7.543824714540692
1806.02308,AI,3.97417082939065
1409.2064,NI,6.169457663701757
1107.4057,IT,4.352483102009378
1703.02710,CV,6.1868533012075915
1812.00899,CL,6.349973418765059
1906.10743,NA,6.023658115398686
1803.03753,LO,6.861208622080907
1304.1459,IT,6.933407782705961
1508.03890,SI,6.178602121394105
1602.05940,FL,7.673212467786176
1905.13400,CG,6.0637704389085165
1907.05988,NA,3.4874026889096434
1611.05774,CL,6.083609299112573
1108.3683,DS,3.6583720703928635
1102.2334,SY,6.651828035337875
1906.02235,CY,3.3337356701456935
1509.04366,NI,4.191642099330505
1309.0898,IT,7.212044944887443
1510.01812,IT,6.304698055820297
1809.02681,CV,7.702971180956103
1902.07266,GT,5.449584927283974
1601.00335,FL,5.566458031619409
1502.04149,SD,5.607473815102131
1901.11137,LG,5.515591819123836
1811.04471,LG,6.04969756611798
1811.12169,LG,6.135791972280819
1309.5660,NE,5.268781097009052
1707.01567,SY,5.632500597063526
1806.10451,RO,3.7796918574668275
1906.01923,LG,3.5500778430570232
1102.0958,SY,7.624093886190197
1608.04017,NI,7.584665946346789
1110.2153,SI,6.457819770571832
1812.04030,MA,5.8340054049339605
1302.2805,DS,5.462854011787243
1610.02445,CY,5.2108395208865685
1812.06833,LG,6.149435329230797
1306.3478,IT,5.116714621804694
1902.00539,SD,3.5723674711571425
1708.05947,IT,3.6338524481003116
1611.05425,AI,3.6226692802605576
1802.03012,NI,8.675720350636821
cs0503039,DM,3.8053662322808304
1304.7576,LG,5.147221743230328
1907.07248,DC,6.1226047472415175
1904.05384,LG,4.066439084580735
1610.02724,DM,7.502141730968461
1411.2222,PF,3.969255264466585
1707.05645,HC,6.48994827934829
1112.0741,CC,5.821232083361846
1308.3559,CR,4.10645853305366
1906.01304,CV,4.435495815908663
1907.08747,NI,6.41816534677435
1210.2502,IT,7.88129608918119
1606.06104,RO,8.055849206959518
1905.06234,NE,6.48081913035341
1902.05650,LG,4.821664223263293
0901.2367,IT,4.816746321571025
cs0507033,LG,3.5522747893523037
1901.03472,CV,5.6355160115660174
1408.1519,SI,7.543623325030012
1510.07394,IT,8.22978217567711
1707.01865,AI,4.137272430714325
1502.01540,CV,3.790995553483508
1603.04387,NI,5.794341982035513
1506.04812,IT,7.912030359180276
1704.04182,NI,5.3207751287077745
1206.0883,SI,3.9212971228596163
1710.05209,LG,6.385690663526966
1802.05991,NE,5.17083149739944
1307.7807,DM,5.977903232211347
1310.0110,IT,3.8482978537770824
cs0610127,GL,5.4285842084410465
1408.0845,SI,6.38242994763451
cs0508091,SE,7.123564693189786
1806.00569,LG,5.198974032682584
1005.0418,CG,6.3080538956358785
1705.03811,GR,3.2720315975740273
1806.05054,LG,7.085636889845534
1609.04903,SI,5.60290901324987
1704.01742,AI,4.348582935651539
1403.1140,MS,5.995147815754597
cs0111065,CL,5.231805900555927
1306.0282,CE,5.299249718932738
cs0207071,LO,8.469617749706018
1504.02437,CV,4.253582748365027
1906.09317,CL,6.3699248782000195
1710.08882,ET,5.717868523754098
1601.07862,CY,4.032212722864064
1105.0796,DM,7.702901734772084
1403.5641,SY,5.130015999547939
1405.2409,LO,4.945677645603893
1509.02971,LG,6.046424342640949
1307.8187,LG,7.333728396793251
1705.04712,AI,4.8687733711395635
1410.1237,SI,5.66768271290053
1905.00160,CV,6.6364643905771805
1503.08436,IT,6.820890123262076
1802.05910,LG,4.485341052091841
1308.3340,SI,6.475875937833413
1810.08647,LG,5.635916258783185
1305.2949,CV,3.419175825534504
1703.05859,NI,6.8457110372214585
1709.09409,CY,7.084240515286905
1408.3467,LG,4.464909094446452
1811.12786,CV,5.358841404519551
1601.04485,IT,6.8164134045967915
0902.0469,CR,5.451609001159831
1309.3228,IT,7.58093855999066
1307.0100,AR,4.647683149764217
1604.04675,CV,3.5212911862382588
1608.04652,HC,6.970540141638607
0708.2363,DM,5.6261088721246395
1109.2499,SI,6.408229682194094
1810.05547,NA,4.5030490788525395
1807.04183,LG,4.918432196773864
1511.02580,NE,1.5333023882983328
1504.01257,DC,6.658176483146729
1704.07285,CE,3.448269578556212
1708.08299,AI,2.370422311701952
1901.07427,SY,7.068945165601433
0906.3883,IT,5.605984558725556
1701.00503,DC,5.46341258757706
1401.6024,LG,5.049222312214193
1307.6627,DS,6.155780409384577
1603.05576,IT,6.715493452753392
1809.04313,CL,6.45143386417271
1312.2650,DL,6.648154273433049
1806.00428,CV,3.5587608107211492
1903.10132,CV,6.478485358953698
1712.09557,IT,7.937821119846966
1609.01139,IT,7.574919214883018
1502.06948,DM,9.95631451881332
physics0601203,GL,5.7727685635237815
1703.07754,CL,6.286682931604371
cs0703028,DC,5.794859592481534
1609.00585,LG,4.240342879037067
1010.2198,IT,5.852171223347171
1905.07370,IR,4.533617797569225
1707.03908,AI,4.846282643204016
1711.00520,SD,6.559989755567376
1902.06770,RO,8.40196119092999
1308.6526,DC,7.365287080012014
1904.00182,DC,5.566134726402807
1806.01777,RO,4.056139489168204
1505.02100,OH,6.827430202104265
1412.0315,AI,4.403805135902618
1804.00376,CV,4.603339668925033
1804.02033,SY,6.606203111916255
1706.05226,CE,5.644486986565293
1809.05287,DM,6.019851809961501
1906.06032,LG,4.788241800665208
1905.10760,LG,6.868711577368517
1810.03968,CV,7.128364816893063
1906.03824,CL,5.091185885288023
1906.09783,CG,6.65384055356636
1309.0276,NI,5.276423798517503
1309.1889,NA,5.563264962168604
1109.4599,IT,6.189388365199182
1906.10365,SI,5.147418424830741
1601.03613,IT,9.117508524950543
1709.00953,DC,5.840715769984846
1806.09251,DS,6.039556246592374
1010.1894,NI,6.436760635796176
1312.2496,CC,7.663152940085359
1607.04660,IR,2.922738575914895
1606.06992,IT,6.723612584464764
1206.3026,FL,4.097103147331787
0909.4126,IT,5.862086554309102
1812.04723,LG,3.5518929507497012
1702.06762,LG,3.057967358378883
1310.5786,DS,8.401242360171294
1310.5660,GT,4.851214590148809
0908.1966,IT,5.686901002893967
1802.04593,SI,6.528745736285636
1501.04343,DC,5.872131888952275
1703.01707,IT,5.061855097373541
1209.1198,IT,7.0123217118730965
1411.3708,GT,5.687500814874594
1802.03891,LG,4.457458813431524
1301.3220,IT,6.776489612678276
1609.06341,CV,4.629031395172404
1802.03216,AI,3.851511426726892
1205.6460,DM,6.0052115013434815
1107.2299,NI,5.601269038562905
1902.01564,HC,4.624504974894778
1902.04332,SY,6.0841295676257445
1611.05927,CV,3.337963863602368
1010.1561,SI,1.8397144956508031
1305.1481,SC,7.34352103133056
1607.02225,CR,5.843411110934166
1711.01981,DC,7.001037965068567
1107.4965,IT,6.2735757197874795
1203.5362,IT,6.316255650979281
1807.01148,CY,4.156606854187084
1806.07302,NI,6.252359451853992
1206.2973,DM,4.682044480490262
1501.03188,CR,4.824872129539514
1712.05986,RO,5.732158047526107
1711.06632,AI,7.171640907383457
1812.02142,LG,7.367535771971301
1607.05017,IT,6.292947863147072
1905.10836,CV,4.678376642969681
1612.08631,SI,6.23463311988703
1503.06914,IT,6.887301086857748
1711.03525,IT,5.672709340422936
1507.01694,SY,4.888584797767713
1805.07667,SI,5.59077085635552
1511.06510,HC,5.131413262001313
1001.2190,IT,6.571802045559618
1708.04167,IT,5.002075040214755
1404.4486,DM,3.871127826750192
1712.09496,SE,5.457976095426653
1803.09709,LO,6.374445930281834
1507.07838,SI,6.4349494622972445
1412.5075,DS,4.292502426746835
1412.8375,NI,6.011455936442954
1711.05642,IT,5.048922312827285
1708.01289,AI,3.99159091178352
1507.05391,CE,4.449259392038535
1201.3292,SI,4.873918004824323
0901.1479,NI,6.998820282520888
1803.03879,CV,7.492136969511607
0802.2385,IT,7.148559274586234
1704.04566,RO,7.4229614654429446
1509.07684,NI,5.811813840850129
1406.2758,IT,5.449510198505155
math0702239,CG,4.887855976819203
1503.06009,CY,5.649083071968762
1611.01907,CR,4.532480596850196
1903.09918,NA,6.775411621113665
1402.5927,IT,7.556678110539658
1907.07055,SI,6.811224645374664
1604.00502,CL,4.476941452311772
1005.2819,CE,6.014045276518462
1806.05236,NE,4.2031332842732585
1611.03579,DS,6.481280458898247
1607.04002,DS,6.1432120587532815
1205.3549,LG,4.692131926500341
1503.05299,IT,6.167994683457211
1609.07499,CR,4.893583077615434
1901.00861,CY,4.79150298031059
1504.05158,NE,4.745947977589113
1904.10419,CL,5.2298687266336366
1310.7247,GT,6.2432599141831036
cs0409033,NA,5.346042013069026
0803.0924,LG,5.71119810926992
1612.01626,SE,4.328788733392824
1804.04274,CR,5.486763191290466
1903.00951,NI,5.014487980215003
1503.07692,SY,6.41629375383417
1802.00180,SY,4.940086683242551
1505.02138,SI,5.5419574788099535
1605.06711,LG,4.105995762904767
1609.07415,IT,4.783975033346413
1903.00092,LG,5.565693200395457
1506.02423,SC,6.948175132934805
0910.3275,IT,5.070210004492667
1509.04232,CV,4.868651183192615
1212.0469,HC,4.096318397048771
1509.06357,DS,5.805434136722518
1401.1842,LG,4.1626951548159
1401.3127,IT,7.5745660736554115
1707.06526,SI,5.002324648597582
1907.10428,LG,6.956041253384127
1809.02966,CV,5.485099119601303
1609.05639,IT,5.550077202825747
1803.10435,CV,3.992353520083764
1601.05747,CG,4.623738888872627
1806.07473,SY,5.746172387582773
1211.6353,GT,4.713831596695014
1906.04138,CL,4.3882188970628455
1408.6427,IT,7.01204467830642
1506.04485,DM,5.696545424580571
1704.02703,CV,4.565229027733406
1405.0603,CL,5.814463469337632
1711.01939,CR,5.885346226406112
0908.3716,CG,5.33782280857168
1802.03704,IT,6.769451557149813
1105.6138,NA,5.0647353523801755
1608.01276,CV,4.825894554482402
1702.02445,CV,4.759242247611838
1604.05814,CG,3.878728220166376
1203.4008,NI,7.287955157553133
1705.03178,DL,5.747653200220593
1809.04270,LG,3.2206457531402295
1307.2541,ET,4.377473422036591
1512.02171,DM,5.967880062897291
1310.0046,SI,6.199061105393648
1709.04271,AI,3.933917251616534
1803.08716,CV,6.616629230208195
1802.04834,AI,2.6200579517074933
1806.08409,SD,7.13537252177622
1906.07716,GR,3.588518984979333
1812.01429,LG,4.899098247082753
1902.01818,NA,4.722094191287511
0912.1403,CC,5.16542377771323
1812.00527,CV,5.344060792860999
1805.10017,CV,7.579568780301272
1303.5315,SI,5.478760846183179
1407.5220,SI,5.782877650955654
1801.01450,CV,3.370532650184837
1410.4821,MS,6.767344240310461
1611.09379,NA,5.887324743036098
1803.04033,CV,2.364875107250166
1302.6914,DS,5.592325609336617
cs0701185,DS,7.7437778041477685
1906.09956,IT,9.014920319194918
1805.07648,CV,5.040798051284635
1501.06857,SE,4.603639999214758
1710.05645,CR,6.782510079008809
0812.3137,NA,5.067585310369095
1512.06235,CV,2.8756334583530188
1903.01013,CV,5.0179324726490115
1211.2340,IT,6.385759650570142
1906.02649,SY,6.227089056089826
1508.04125,CC,5.720368807740119
cs0602025,NA,8.096033004396425
1212.0695,CV,4.504298210840628
1310.4249,CV,4.384823031196059
1503.07426,GT,7.326610798557243
1610.00787,SI,4.389162055864964
1907.03792,LG,4.46690201591505
1904.02241,DC,6.944779095472247
1510.03505,IT,8.238921385617532
1402.6783,FL,5.269923389789035
1711.06101,NI,4.814906151050107
1504.01552,IT,6.677906135753045
1101.4101,AI,4.2438472878839395
1606.00715,SI,5.19585610099821
1907.06306,IT,4.762736735689394
1507.07207,SY,3.629912455222978
0807.2330,DM,7.629977100401388
1906.05332,CV,7.048537420262929
1508.06098,DB,4.172289142002667
1404.4105,LG,6.036093814022623
1504.05401,DM,6.955769566920682
1007.3384,IT,4.589899740536349
1312.2030,NI,5.532637916459037
cs0605027,CV,5.033345005015137
1810.11541,RO,5.312729145531346
1711.01985,CL,5.052499211867406
1307.2808,DS,5.74253028455557
1508.02117,IT,8.288457828192463
1410.4828,LG,3.552530736294717
1311.3123,IT,7.620874287776737
1105.2243,NI,5.1412147739490335
1711.08715,DS,6.666634674738681
1302.4786,IT,5.908078451200188
1802.04617,LG,3.5827289374912445
1812.09954,LG,3.8074332189287854
1404.0117,CC,5.848287646335603
1902.03618,CV,6.867109479053446
1608.08253,SY,7.3723417355877
1103.2923,SY,5.75053447525928
1108.6197,IT,6.370915319274489
1807.03043,CV,4.003986324705362
1802.06495,LO,5.5602238754394655
1408.2072,RO,5.406573577457235
1802.03980,CV,10.1618709499115
1404.4774,CV,7.641972574929173
1901.01621,SE,2.8272649752263095
1601.05873,IT,7.536060133393827
1608.08851,CV,4.707120021544254
1503.05070,IT,6.178712506851122
1809.00742,DM,3.6046366879237
1604.05680,IT,7.237773120517166
1810.12114,AI,5.999430728080196
1104.4385,CV,6.302523937476911
1711.07520,CV,4.274979802468567
1812.03786,IT,6.680733664918342
1501.00334,SC,7.246553449047879
1802.04634,IT,6.09712356877671
1104.1550,NE,4.722323300576438
1907.05765,LG,3.8786279403857584
1801.02875,IT,6.910147362958091
1202.1337,IT,6.661698101360066
1504.04850,AI,4.9836465083887225
1810.01807,IR,4.81633270860376
1408.2512,CY,5.493769845417816
1810.09113,LG,4.79826864529979
1508.01084,NE,4.695047304838695
1901.01431,CV,4.242149570034178
1907.05403,CL,4.075575989543042
1708.08288,GR,4.359947014724401
1703.08491,CG,7.510708517517746
1207.6369,PL,5.862240330507835
1905.06760,DB,4.247784670406528
1510.07740,CV,4.283043191158674
1602.03598,PL,6.160771546432136
1904.12970,LG,7.07285763601285
1512.03696,FL,4.747874298131768
