t1,t2,dist
30_1839322688_secvec.tree,30_2067379009_secvec.tree,0.6571428571428571
30_1839322688_secvec.tree,30_1653383389_secvec.tree,0.9428571428571428
30_1839322688_secvec.tree,30_1643896820_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_1046901511_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_1074261021_secvec.tree,0.8
30_1839322688_secvec.tree,30_369096947_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_1624808498_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_1696870982_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_1378497992_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_2055486697_secvec.tree,0.8
30_1839322688_secvec.tree,30_1816968107_secvec.tree,0.7714285714285715
30_1839322688_secvec.tree,30_1096023646_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_1376386710_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_579278_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_702732584_secvec.tree,0.7428571428571429
30_1839322688_secvec.tree,30_2066250983_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_531008333_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_1465740286_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_548837244_secvec.tree,0.7428571428571429
30_1839322688_secvec.tree,30_1853116942_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_2098043536_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_185544668_secvec.tree,0.7428571428571429
30_1839322688_secvec.tree,30_1797477660_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_461091273_secvec.tree,0.7714285714285715
30_1839322688_secvec.tree,30_626052238_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_1426269845_secvec.tree,0.8
30_1839322688_secvec.tree,30_1041509461_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_1897489783_secvec.tree,0.9714285714285714
30_1839322688_secvec.tree,30_1833663755_secvec.tree,0.7714285714285715
30_1839322688_secvec.tree,30_1806371144_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_1685477836_secvec.tree,0.9142857142857143
30_1839322688_secvec.tree,30_489134527_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_747725185_secvec.tree,0.7714285714285715
30_1839322688_secvec.tree,30_728358691_secvec.tree,0.8
30_1839322688_secvec.tree,30_2020062623_secvec.tree,0.9428571428571428
30_1839322688_secvec.tree,30_609792750_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_1428190782_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_2127521945_secvec.tree,0.9142857142857143
30_1839322688_secvec.tree,30_2009732376_secvec.tree,0.9428571428571428
30_1839322688_secvec.tree,30_99937066_secvec.tree,0.8
30_1839322688_secvec.tree,30_1450044712_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_1953010104_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_1880527848_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_30221048_secvec.tree,0.8
30_1839322688_secvec.tree,30_1437351593_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_1412807502_secvec.tree,0.8
30_1839322688_secvec.tree,30_1640411453_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_687819289_secvec.tree,0.7428571428571429
30_1839322688_secvec.tree,30_847968785_secvec.tree,0.8285714285714286
30_1839322688_secvec.tree,30_1620918118_secvec.tree,0.9142857142857143
30_1839322688_secvec.tree,30_1732290007_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_709349021_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_427687889_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_896775889_secvec.tree,0.8857142857142857
30_1839322688_secvec.tree,30_864929358_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_789760696_secvec.tree,0.9142857142857143
30_1839322688_secvec.tree,30_1691390704_secvec.tree,0.7714285714285715
30_1839322688_secvec.tree,30_234160057_secvec.tree,0.8571428571428571
30_1839322688_secvec.tree,30_104414954_secvec.tree,0.7428571428571429
