N,dist
1,1.0
1,0.8
1,0.7714285714285715
1,0.8
1,0.8
1,0.7142857142857143
1,0.6
1,0.8285714285714286
1,0.8285714285714286
1,0.8
1,0.8857142857142857
1,0.9142857142857143
1,0.8857142857142857
1,0.7428571428571429
1,0.8285714285714286
1,0.8
1,0.7714285714285715
1,0.6857142857142857
1,0.7142857142857143
1,0.7428571428571429
1,0.8571428571428571
1,0.7714285714285715
1,0.8857142857142857
1,0.8571428571428571
1,0.8285714285714286
1,0.7142857142857143
1,0.8857142857142857
1,0.8857142857142857
1,0.8
1,0.8
1,0.8285714285714286
1,0.8857142857142857
1,0.8285714285714286
1,0.7428571428571429
1,0.7428571428571429
1,0.7428571428571429
1,0.8
1,0.7714285714285715
1,0.8
1,0.8857142857142857
1,0.8285714285714286
1,0.6857142857142857
1,0.7142857142857143
1,0.7428571428571429
1,0.6857142857142857
1,0.8857142857142857
1,0.7428571428571429
1,0.8571428571428571
1,0.0
1,0.6857142857142857
1,0.8571428571428571
1,0.7428571428571429
1,0.7142857142857143
1,0.6285714285714286
1,0.8285714285714286
1,0.8857142857142857
1,0.7428571428571429
1,0.8285714285714286
1,0.8
1,0.9714285714285714
1,0.7428571428571429
1,0.7428571428571429
1,0.8857142857142857
1,0.8571428571428571
1,0.8
1,0.8571428571428571
1,0.8857142857142857
1,0.6571428571428571
1,0.7428571428571429
1,0.7142857142857143
1,0.7142857142857143
1,0.7428571428571429
1,0.8571428571428571
1,0.8571428571428571
1,0.8571428571428571
1,0.8285714285714286
1,0.6857142857142857
1,0.7714285714285715
1,0.7714285714285715
1,0.8571428571428571
1,0.7142857142857143
1,0.7142857142857143
1,0.0
1,0.8857142857142857
1,0.7428571428571429
1,0.7714285714285715
1,0.8285714285714286
1,0.7428571428571429
1,0.7428571428571429
1,0.7714285714285715
1,0.7428571428571429
1,0.8571428571428571
1,0.7428571428571429
1,0.8
1,0.6857142857142857
1,0.6571428571428571
1,0.8
1,0.7142857142857143
1,0.8857142857142857
1,0.8571428571428571
1,0.7714285714285715
1,0.7428571428571429
1,0.7714285714285715
1,0.8857142857142857
1,0.7428571428571429
1,0.8857142857142857
1,0.8285714285714286
1,0.9142857142857143
1,0.8285714285714286
1,0.8
1,0.8571428571428571
1,0.8
1,0.8857142857142857
1,0.8
1,0.8857142857142857
1,0.6857142857142857
1,0.9142857142857143
1,0.6857142857142857
1,0.8285714285714286
1,0.7428571428571429
1,0.8
1,0.7714285714285715
1,0.8571428571428571
1,0.8285714285714286
1,0.7714285714285715
1,0.7428571428571429
1,0.8571428571428571
1,0.7142857142857143
1,0.7714285714285715
1,0.7714285714285715
1,0.7428571428571429
1,0.7428571428571429
1,0.7142857142857143
1,0.7428571428571429
1,0.8571428571428571
1,0.8857142857142857
1,0.8571428571428571
1,0.8285714285714286
1,0.6857142857142857
1,0.7142857142857143
1,0.8571428571428571
1,0.8857142857142857
1,0.9142857142857143
1,0.8857142857142857
1,0.8285714285714286
1,0.8571428571428571
1,0.8285714285714286
1,0.7142857142857143
1,0.8285714285714286
1,0.8285714285714286
1,0.9142857142857143
1,0.8571428571428571
1,0.8
1,0.8571428571428571
1,0.9714285714285714
1,0.8
1,0.8
1,0.8285714285714286
1,0.7142857142857143
1,0.7428571428571429
1,0.7714285714285715
1,0.7142857142857143
1,0.8
1,0.8571428571428571
1,0.7714285714285715
1,0.7714285714285715
1,0.7714285714285715
1,0.8857142857142857
1,0.8285714285714286
1,0.8571428571428571
1,0.8285714285714286
1,0.7714285714285715
1,0.7428571428571429
1,0.8285714285714286
1,0.7428571428571429
1,0.8571428571428571
1,0.7714285714285715
1,0.8571428571428571
1,0.9428571428571428
1,0.8571428571428571
1,0.8857142857142857
1,0.8
1,0.6857142857142857
1,0.8571428571428571
1,0.8857142857142857
1,0.7142857142857143
1,0.8285714285714286
1,0.8285714285714286
1,0.8285714285714286
1,0.9428571428571428
1,0.8571428571428571
1,0.7428571428571429
1,0.7428571428571429
1,0.6571428571428571
1,0.8571428571428571
1,0.9714285714285714
1,0.8857142857142857
1,0.7714285714285715
1,0.9428571428571428
1,0.8285714285714286
1,0.9142857142857143
1,0.9142857142857143
1,0.8571428571428571
1,0.7142857142857143
1,0.6
1,0.6857142857142857
1,0.8285714285714286
1,0.6857142857142857
1,0.7714285714285715
1,0.7142857142857143
1,0.8
1,0.7714285714285715
1,0.8285714285714286
1,0.7714285714285715
1,0.7714285714285715
1,0.8
1,0.8285714285714286
1,0.7142857142857143
1,0.6285714285714286
1,0.9142857142857143
1,0.8857142857142857
1,0.8857142857142857
1,0.8571428571428571
1,0.8571428571428571
1,0.8285714285714286
1,0.8857142857142857
1,0.7714285714285715
1,0.8
1,0.8
1,0.6857142857142857
1,0.6285714285714286
1,0.7428571428571429
1,0.6857142857142857
1,0.7714285714285715
1,0.8
1,0.6571428571428571
1,0.8
1,0.8857142857142857
1,0.9428571428571428
1,0.8857142857142857
1,0.9142857142857143
1,0.8857142857142857
1,0.8285714285714286
1,0.7714285714285715
1,0.8285714285714286
1,0.8285714285714286
1,0.7142857142857143
1,0.8285714285714286
1,0.8285714285714286
1,0.8285714285714286
1,0.6857142857142857
1,0.7428571428571429
1,0.6857142857142857
1,0.7428571428571429
1,0.8571428571428571
1,0.8
1,0.7428571428571429
1,0.9142857142857143
1,0.0
1,0.8285714285714286
1,0.9142857142857143
1,0.9714285714285714
1,0.7428571428571429
1,0.8
1,0.7428571428571429
1,0.8285714285714286
1,0.6571428571428571
1,0.7714285714285715
1,0.8
1,0.8857142857142857
1,0.7428571428571429
1,0.8857142857142857
1,0.7428571428571429
1,0.8571428571428571
1,0.7142857142857143
1,0.8285714285714286
1,0.8285714285714286
1,0.7142857142857143
1,0.7714285714285715
1,0.8285714285714286
1,0.7428571428571429
1,0.7714285714285715
1,0.8571428571428571
1,0.7714285714285715
1,0.8
1,0.8285714285714286
1,0.8
1,0.6857142857142857
1,0.7714285714285715
1,0.6857142857142857
1,0.8285714285714286
1,0.7714285714285715
1,0.7714285714285715
1,0.7714285714285715
1,0.9142857142857143
1,0.8285714285714286
1,0.7428571428571429
1,0.8285714285714286
1,0.6857142857142857
1,0.7714285714285715
1,0.8571428571428571
1,0.7714285714285715
1,0.8285714285714286
1,0.8857142857142857
1,0.7714285714285715
1,0.8285714285714286
1,0.7142857142857143
1,0.7142857142857143
1,0.8571428571428571
1,0.8857142857142857
1,0.8857142857142857
1,0.7714285714285715
1,0.8285714285714286
1,0.7142857142857143
1,0.9142857142857143
1,0.8857142857142857
1,0.8571428571428571
1,0.7428571428571429
1,0.7428571428571429
1,0.8857142857142857
1,0.8285714285714286
1,0.8857142857142857
1,0.8285714285714286
1,0.8
1,0.7714285714285715
1,0.8
1,0.8857142857142857
1,0.7142857142857143
1,0.8
1,0.8285714285714286
1,0.8
1,0.7714285714285715
1,0.9142857142857143
1,0.7142857142857143
1,0.8571428571428571
1,0.8
1,0.8
1,0.8285714285714286
1,0.8285714285714286
1,0.7142857142857143
1,0.7142857142857143
1,0.7714285714285715
1,0.8
1,0.8857142857142857
1,0.9142857142857143
1,0.7714285714285715
1,0.7714285714285715
1,0.7428571428571429
1,0.8571428571428571
1,0.8285714285714286
1,0.8285714285714286
1,0.8285714285714286
1,0.7428571428571429
1,0.7142857142857143
1,0.8857142857142857
1,0.6857142857142857
1,0.8
1,0.9142857142857143
1,0.8571428571428571
1,0.8857142857142857
1,0.8
1,0.7714285714285715
1,0.7714285714285715
1,0.9142857142857143
1,0.8571428571428571
1,0.8
1,0.7714285714285715
1,0.8571428571428571
1,0.7142857142857143
1,0.8857142857142857
1,0.8285714285714286
1,0.7714285714285715
1,0.8571428571428571
1,0.8
1,0.7428571428571429
1,0.9142857142857143
1,0.8285714285714286
1,0.8571428571428571
1,0.8571428571428571
1,0.9142857142857143
1,0.8571428571428571
1,0.7142857142857143
1,0.7428571428571429
1,0.9142857142857143
1,0.8857142857142857
1,0.8857142857142857
1,0.8571428571428571
1,0.6571428571428571
1,0.7714285714285715
1,0.8285714285714286
1,0.5714285714285714
1,0.8
1,0.7714285714285715
1,0.7714285714285715
1,0.6571428571428571
1,0.8
1,0.6857142857142857
1,0.8
1,0.8857142857142857
1,0.6285714285714286
1,0.8
1,0.6857142857142857
1,0.8
1,0.7428571428571429
1,0.8285714285714286
1,0.7428571428571429
1,0.8571428571428571
1,0.8
1,0.9142857142857143
1,0.7714285714285715
1,0.8857142857142857
1,0.9142857142857143
1,0.7714285714285715
1,0.8285714285714286
1,0.8857142857142857
1,0.8285714285714286
1,0.8
1,0.8
1,0.8571428571428571
1,0.8
1,0.8
1,0.7714285714285715
1,0.8
1,0.8
1,0.8
1,0.8571428571428571
1,0.6857142857142857
1,0.8285714285714286
1,0.8857142857142857
1,0.7428571428571429
1,0.8
1,0.8285714285714286
1,0.8285714285714286
1,0.9142857142857143
1,0.8571428571428571
1,0.9142857142857143
1,0.8571428571428571
1,0.8285714285714286
1,0.7714285714285715
1,0.8857142857142857
1,0.7428571428571429
1,0.7714285714285715
1,0.8285714285714286
1,0.7428571428571429
1,0.8
1,0.0
1,0.7142857142857143
1,0.7428571428571429
1,0.7428571428571429
1,0.8285714285714286
1,0.8285714285714286
1,0.9142857142857143
1,0.7142857142857143
1,0.8285714285714286
1,0.8571428571428571
1,0.7714285714285715
1,0.8571428571428571
1,0.7428571428571429
1,0.8
1,0.8
1,0.8285714285714286
1,0.8285714285714286
1,0.8
1,0.8857142857142857
1,0.8285714285714286
1,0.8
1,0.7714285714285715
1,0.8
1,0.8
1,0.7714285714285715
1,0.8285714285714286
1,0.7714285714285715
1,0.8
1,0.9142857142857143
1,0.6571428571428571
1,0.7142857142857143
1,0.9142857142857143
1,0.7714285714285715
1,0.8571428571428571
1,0.7714285714285715
1,0.8571428571428571
1,0.9428571428571428
1,0.6857142857142857
1,0.8571428571428571
1,0.7714285714285715
1,0.8
1,0.0
1,0.8285714285714286
1,0.8857142857142857
1,0.6571428571428571
1,0.7714285714285715
1,0.7428571428571429
1,0.6857142857142857
1,0.8
1,0.9142857142857143
1,0.8
1,0.6857142857142857
1,0.7428571428571429
1,0.8571428571428571
1,0.8571428571428571
1,0.8285714285714286
1,0.7714285714285715
1,0.8285714285714286
1,0.8571428571428571
1,0.7714285714285715
1,0.8285714285714286
1,0.8285714285714286
1,0.6857142857142857
1,0.8857142857142857
1,0.6857142857142857
1,0.7428571428571429
1,0.8571428571428571
1,0.7714285714285715
1,0.8857142857142857
1,0.8571428571428571
1,0.8285714285714286
1,0.7142857142857143
1,0.9142857142857143
1,0.8857142857142857
1,0.8
1,0.7142857142857143
1,0.8571428571428571
1,0.6857142857142857
1,0.7714285714285715
1,0.7142857142857143
1,0.6571428571428571
1,0.8857142857142857
1,0.9428571428571428
1,0.7142857142857143
1,0.8857142857142857
1,0.8
1,0.7714285714285715
1,0.9142857142857143
1,0.7714285714285715
1,0.8571428571428571
1,0.7428571428571429
1,0.9142857142857143
1,0.8857142857142857
1,0.7714285714285715
1,0.7428571428571429
1,0.6285714285714286
1,0.7142857142857143
1,0.8857142857142857
1,0.6571428571428571
1,0.8
1,0.8
1,0.7714285714285715
1,0.7428571428571429
1,0.8857142857142857
1,0.8
1,0.8857142857142857
1,0.0
1,0.8857142857142857
1,0.7428571428571429
1,0.8857142857142857
1,0.7714285714285715
