1	0.40953	0.4127	0.4035	0.40302	0.39657	0.38782	0.3959	0.39256	0.27184	0.27784	0.28283	0.27531
2	0.39575	0.39907	0.38921	0.38909	0.38166	0.37229	0.38119	0.37763	0.25265	0.25858	0.26315	0.25579
3	0.37706	0.38021	0.3695	0.36992	0.36175	0.35143	0.36095	0.35673	0.22858	0.23476	0.23862	0.23146
4	0.35968	0.36335	0.35179	0.35266	0.34375	0.33295	0.34276	0.33786	0.2093	0.21571	0.21821	0.21138
5	0.33773	0.34158	0.32904	0.32979	0.32113	0.3097	0.3199	0.31475	0.18605	0.1924	0.19412	0.18771
6	0.32036	0.32425	0.31111	0.31276	0.30339	0.29171	0.30242	0.29641	0.16925	0.17621	0.17623	0.17019
7	0.29695	0.30057	0.28719	0.29001	0.28009	0.26812	0.27877	0.27203	0.14837	0.15531	0.15318	0.14764
8	0.28173	0.28525	0.27135	0.27573	0.26512	0.25302	0.26446	0.25653	0.136	0.14383	0.13921	0.13408
9	0.25874	0.26203	0.2476	0.25172	0.24266	0.22997	0.24164	0.23316	0.11651	0.12404	0.11868	0.11412
10	0.24138	0.24391	0.22924	0.23555	0.22643	0.21293	0.2245	0.21509	0.10264	0.11106	0.10296	0.098519
11	0.21909	0.22093	0.20613	0.21412	0.2056	0.19146	0.20347	0.19283	0.087003	0.096373	0.084673	0.080809
12	0.20245	0.20358	0.18804	0.1984	0.18998	0.17536	0.18721	0.17527	0.075332	0.084908	0.07036	0.067237
13	0.18071	0.18033	0.16505	0.1745	0.17079	0.15383	0.16721	0.15408	0.060109	0.068866	0.054374	0.052031
14	0.16615	0.165	0.14904	0.16175	0.15808	0.14027	0.15405	0.13898	0.051699	0.061508	0.043526	0.041842
15	0.1488	0.1464	0.12899	0.14792	0.14304	0.12409	0.13666	0.12036	0.042534	0.053514	0.032653	0.031874
16	0.13265	0.12749	0.10993	0.13199	0.12878	0.10845	0.12333	0.10355	0.035245	0.046281	0.023137	0.023293
17	0.11801	0.11074	0.092683	0.11796	0.11672	0.094542	0.11296	0.088008	0.029638	0.040565	0.016322	0.017156
18	0.10673	0.097752	0.079712	0.10716	0.10804	0.084466	0.1025	0.076224	0.024779	0.034347	0.012326	0.013347
19	0.096322	0.086447	0.066267	0.10181	0.10025	0.076222	0.095461	0.065346	0.024095	0.035967	0.0087312	0.010015
20	0.088204	0.075781	0.055631	0.091343	0.09391	0.068352	0.086181	0.055913	0.02085	0.031243	0.006771	0.0082422
21	0.077175	0.062541	0.044077	0.079836	0.085096	0.058135	0.079533	0.044867	0.017423	0.026583	0.0046013	0.0060751
22	0.073318	0.057842	0.037808	0.080587	0.083364	0.056349	0.076643	0.041274	0.018651	0.029915	0.003843	0.0053321
23	0.066816	0.049528	0.029338	0.071659	0.079803	0.050796	0.070218	0.033966	0.016277	0.026322	0.0030965	0.0046859
24	0.064381	0.046199	0.027222	0.068923	0.07754	0.048515	0.070877	0.032705	0.016416	0.02657	0.0032253	0.0048793
25	0.058943	0.039002	0.02245	0.061584	0.071938	0.042489	0.065469	0.027944	0.015204	0.024821	0.0025148	0.0039863
26	0.05986	0.037697	0.02104	0.067318	0.072289	0.04398	0.070426	0.026602	0.018251	0.03004	0.0026812	0.0043048
27	0.056073	0.035229	0.01776	0.06328	0.07337	0.04308	0.064582	0.024636	0.01599	0.026831	0.0025795	0.0042364
28	0.056282	0.03396	0.01689	0.064361	0.072551	0.042918	0.066714	0.024225	0.017292	0.028369	0.0027422	0.0044336
29	0.055951	0.032717	0.016307	0.064552	0.072654	0.042773	0.066072	0.023578	0.017776	0.029165	0.0030663	0.0048215
30	0.054606	0.030811	0.014899	0.06011	0.073228	0.041566	0.063398	0.023484	0.016769	0.027827	0.0036113	0.0052255
