subfield,acc
AI,0.14401913875598085
AR,0.13513513513513514
CC,0.27783902976846747
CE,0.09969788519637462
CG,0.3221476510067114
CL,0.4747302668938103
CR,0.4061946902654867
CV,0.571240452989202
CY,0.06109979633401222
DB,0.16473988439306358
DC,0.2637051039697543
DL,0.3238095238095238
DM,0.2823529411764706
DS,0.2966507177033493
ET,0.25
FL,0.31054131054131057
GL,0.0
GR,0.1005586592178771
GT,0.37637362637362637
HC,0.15274463007159905
IR,0.12876254180602006
IT,0.6832140383283306
LG,0.3538827601124811
LO,0.3847695390781563
MA,0.032362459546925564
MM,0.043859649122807015
MS,0.027210884353741496
NA,0.22760290556900725
NE,0.14637146371463713
NI,0.35425685425685427
OH,0.0
OS,0.12244897959183673
PF,0.06770833333333333
PL,0.22321428571428573
RO,0.33044554455445546
SC,0.3288888888888889
SD,0.29069767441860467
SE,0.31666666666666665
SI,0.4672320740169622
SY,0.4203703703703704
