subfield,acc
AI,0.14326241134751774
AR,0.11538461538461539
CC,0.2726269315673289
CE,0.10601719197707736
CG,0.3741721854304636
CL,0.46330005871990604
CR,0.3825275657336726
CV,0.6002093144950288
CY,0.07261410788381743
DB,0.1487603305785124
DC,0.25992063492063494
DL,0.387434554973822
DM,0.2915642915642916
DS,0.3105294467578822
ET,0.23353293413173654
FL,0.2845528455284553
GL,0.0
GR,0.06666666666666667
GT,0.3865546218487395
HC,0.13903743315508021
IR,0.14054927302100162
IT,0.697719087635054
LG,0.35518654302350655
LO,0.37733887733887733
MA,0.02564102564102564
MM,0.07234042553191489
MS,0.006578947368421052
NA,0.2345415778251599
NE,0.15169902912621358
NI,0.33480176211453744
OH,0.0
OS,0.14285714285714285
PF,0.05069124423963134
PL,0.22554347826086957
RO,0.31074168797953966
SC,0.35964912280701755
SD,0.27900552486187846
SE,0.29446640316205536
SI,0.47593582887700536
SY,0.4101876675603217
