subfield,acc
AI,0.1407766990291262
AR,0.1485148514851485
CC,0.2728260869565217
CE,0.06515580736543909
CG,0.3583061889250814
CL,0.4879624192601292
CR,0.3820921985815603
CV,0.5817382307294361
CY,0.07645875251509054
DB,0.20903954802259886
DC,0.2787524366471735
DL,0.3756345177664975
DM,0.3096828046744574
DS,0.3056844547563805
ET,0.3253012048192771
FL,0.3475609756097561
GL,0.0
GR,0.012269938650306749
GT,0.40086206896551724
HC,0.14986376021798364
IR,0.1421647819063005
IT,0.697117619711762
LG,0.3610216784717751
LO,0.39901477832512317
MA,0.01929260450160772
MM,0.1145374449339207
MS,0.006369426751592357
NA,0.19464720194647203
NE,0.13900134952766532
NI,0.3421474358974359
OH,0.0
OS,0.20512820512820512
PF,0.05714285714285714
PL,0.20118343195266272
RO,0.34167709637046306
SC,0.3867924528301887
SD,0.3074712643678161
SE,0.34146341463414637
SI,0.46444444444444444
SY,0.41097122302158273
