subfield,acc
AI,0.12989493791786055
AR,0.12745098039215685
CC,0.26423200859291085
CE,0.07467532467532467
CG,0.36187399030694667
CL,0.46854791299235743
CR,0.36202307009760426
CV,0.5669130767269946
CY,0.0645879732739421
DB,0.1518624641833811
DC,0.25347912524850896
DL,0.31100478468899523
DM,0.30398671096345514
DS,0.3126491646778043
ET,0.288135593220339
FL,0.3507246376811594
GL,0.0
GR,0.06557377049180328
GT,0.3877266387726639
HC,0.16062176165803108
IR,0.14241486068111456
IT,0.6977777777777778
LG,0.348504837291117
LO,0.3862536302032914
MA,0.016129032258064516
MM,0.04054054054054054
MS,0.027210884353741496
NA,0.22439024390243903
NE,0.12468513853904283
NI,0.3300529901589705
OH,0.0
OS,0.1
PF,0.0660377358490566
PL,0.23076923076923078
RO,0.31773399014778325
SC,0.3300970873786408
SD,0.3042168674698795
SE,0.3117408906882591
SI,0.4642857142857143
SY,0.4254510921177588
